,Serialno,ROLL_x,ROLL,PITCH,YAW,ODDO1,ODDO1_SPEED,ODDO2,ODDO2_SPEED,VELOCITY,BATTERY_PERCENTAGE,BATTERY_VOLTAGE,TEMP1,TEMP2,filename,proximity1,proximity2,proximity3,proximity4,proximity5,proximity6,proximity7,proximity8,proximity9,proximity10,proximity11,proximity12,proximity13,proximity14,proximity15,proximity16,proximity17,proximity18,runid,index
319,78515,-117.79,37.22,-1.04,80.33,17272.5,0.01,3284.892086,0.01,0,1710581517,0,0,0,1,20854640,20641968,20678128,20868304,21253392,20686336,20886352,20928816,20836768,20918272,20737040,20488784,20948448,20809568,20904768,20846256,20825856,20917344,24,78516
320,78516,-117.79,37.22,-1.04,80.33,17282.70833,0.01,3285.683453,0.01,0,1710581517,0,0,0,1,20854640,20641968,20678128,20868304,21253392,20686336,20886352,20928816,20836768,20918272,20737040,20488784,20948448,20809568,20904768,20846256,20825856,20917344,24,78517
321,78517,-117.79,37.22,-1.04,80.33,17292.91667,0.01,3286.47482,0.01,0,1710581517,0,0,0,1,20854640,20641968,20678128,20868304,21253392,20686336,20886352,20928816,20836768,20918272,20737040,20488784,20948448,20809568,20904768,20846256,20825856,20917344,24,78518
322,78518,-117.79,37.22,-1.04,80.33,17303.125,0.01,3287.266187,0.01,0,1710581517,0,0,0,1,20854640,20641968,20678128,20868304,21253392,20686336,20886352,20928816,20836768,20918272,20737040,20488784,20948448,20809568,20904768,20847424,20825856,20917344,24,78519
323,78519,-117.79,37.22,-1.04,80.33,17313.33333,0.01,3288.057554,0.01,0,1710581517,0,0,0,1,20854640,20641968,20678128,20868304,21253392,20686336,20886352,20928816,20836768,20918272,20737040,20488784,20948448,20809568,20904768,20847424,20825856,20917344,24,78520
324,78520,-117.79,37.22,-1.04,80.33,17323.54167,0.01,3288.848921,0.01,0,1710581517,0,0,0,1,20854640,20641968,20678128,20868304,21253392,20686336,20886352,20928816,20836768,20918272,20737040,20488784,20948448,20809568,20904768,20847424,20825856,20917344,24,78521
325,78521,-117.79,37.22,-1.04,80.33,17333.75,0.01,3289.640288,0.01,0,1710581517,0,0,0,1,20854640,20641968,20678128,20868304,21253392,20687328,20886352,20928816,20836768,20918272,20737040,20488784,20948448,20809568,20904768,20847424,20825856,20915456,24,78522
326,78522,-117.74,37.27,-1.02,80.02,17346,0.01,3290.431655,0.01,0,1710581517,0,0,0,1,20854640,20641968,20678128,20868304,21253392,20687328,20886352,20928816,20836768,20918272,20736032,20488784,20948448,20809568,20904768,20847424,20825856,20915456,24,78523
327,78523,-117.74,37.27,-1.02,80.02,17358.25,0.01,3291.223022,0.01,0,1710581517,0,0,0,1,20854640,20641968,20678128,20868304,21253392,20687328,20886352,20928816,20836768,20918272,20736032,20488784,20948448,20809568,20904768,20847424,20825856,20915456,24,78524
328,78524,-117.74,37.27,-1.02,80.02,17370.5,0.01,3292.014388,0.01,0,1710581517,0,0,0,1,20854640,20641968,20678128,20868304,21253392,20687328,20886352,20928816,20836768,20918272,20736032,20488784,20948448,20809568,20904768,20847424,20825856,20915456,24,78525
329,78525,-117.74,37.27,-1.02,80.02,17382.75,0.01,3292.805755,0.01,0,1710581517,0,0,0,1,20854640,20641968,20678128,20868304,21253392,20687328,20886352,20928816,20836768,20918272,20736032,20488784,20948448,20809568,20904768,20847424,20825856,20915456,24,78526
330,78526,-117.74,37.27,-1.02,80.02,17395,0.01,3293.597122,0.01,0,1710581517,0,0,0,1,20854640,20641968,20733440,20868304,21253392,20687328,20886352,20928816,20836768,20918272,20736032,20488784,20948448,20809568,20904768,20847424,20825856,20915456,24,78527
331,78527,-117.74,37.27,-1.02,80.02,17407.25,0.01,3294.388489,0.01,0,1710581517,0,0,0,1,20858240,20641968,20733440,20868304,21253392,20687328,20886352,20928816,20836768,20918272,20736032,20488784,20948448,20809568,20904768,20847424,20825856,20915456,24,78528
332,78528,-117.74,37.27,-1.02,80.02,17419.5,0.01,3295.179856,0.01,0,1710581517,0,0,0,1,20858240,20641968,20733440,20868304,21253392,20687328,20886352,20928816,20836768,20918272,20736032,20488784,20948448,20809568,20904768,20847424,20825856,20915456,24,78529
333,78529,-117.74,37.27,-1.02,80.02,17431.75,0.01,3295.971223,0.01,0,1710581517,0,0,0,1,20858240,20641968,20733440,20868304,21253392,20687328,20886352,20928816,20836768,20918272,20736032,20488784,20948448,20809568,20904768,20847424,20825856,20915456,24,78530
334,78530,-117.74,37.27,-1.02,80.02,17444,0.01,3296.76259,0.01,0,1710581517,0,0,0,1,20858240,20641968,20733440,20868304,21253392,20687328,20886352,20928816,20836768,20918272,20736032,20488784,20947296,20809568,20904768,20847424,20825856,20915456,24,78531
335,78531,-117.74,37.27,-1.02,80.02,17456.25,0.01,3297.553957,0.01,0,1710581517,0,0,0,1,20858240,20641968,20733440,20868304,21253392,20687328,20886352,20928816,20836768,20918272,20736032,20488784,20947296,20809568,20904768,20847424,20825856,20915456,24,78532
336,78532,-117.74,37.27,-1.02,80.02,17468.5,0.01,3298.345324,0.01,0,1710581517,0,0,0,1,20858240,20641968,20733440,20868304,21253392,20687328,20886896,20928816,20836768,20918272,20736032,20488784,20947296,20809568,20904768,20847424,20825856,20915456,24,78533
337,78533,-117.74,37.27,-1.02,80.02,17480.75,0.01,3299.136691,0.01,0,1710581517,0,0,0,1,20858240,20641968,20733440,20868304,21253392,20687328,20886896,20928816,20836768,20918272,20736032,20488784,20947296,20809568,20904768,20847424,20825856,20915456,24,78534
338,78534,-117.74,37.27,-1.02,80.02,17493,0.01,3299.928058,0.01,0,1710581517,0,0,0,1,20858240,20641968,20733440,20868304,21253392,20687328,20886896,20928816,20836768,20918272,20736032,20488784,20947296,20809568,20904768,20847424,20825856,20915456,24,78535
339,78535,-117.74,37.27,-1.02,80.02,17505.25,0.01,3300.719424,0.01,0,1710581517,0,0,0,1,20858240,20641968,20733440,20868304,21253392,20687328,20886896,20928816,20836768,20918272,20736032,20488784,20947296,20809568,20904768,20847424,20825856,20915456,24,78536
340,78536,-117.74,37.27,-1.02,80.02,17517.5,0.01,3301.510791,0.01,0,1710581517,0,0,0,1,20858240,20641968,20733440,20868304,21253392,20687328,20886896,20928816,20836768,20918272,20736032,20488784,20947296,20809568,20904768,20847424,20825856,20915456,24,78537
341,78537,-117.74,37.27,-1.02,80.02,17529.75,0.01,3302.302158,0.01,0,1710581517,0,0,0,1,20858240,20641968,20733440,20868304,21253392,20687328,20886896,20928816,20836768,20918272,20736032,20488784,20947296,20809568,20904768,20847424,20825856,20915456,24,78538
342,78538,-117.68,37.33,-0.95,80.32,17542,0.01,3303.093525,0.01,0.54,1710581517,0,0,0,1,20858240,20641968,20733440,20868304,21253392,20687328,20886896,20928816,20836768,20918272,20736032,20488784,20947296,20809568,20904768,20847424,20825856,20915456,24,78539
343,78539,-117.68,37.33,-0.95,80.32,17554.25,0.01,3303.884892,0.01,0.54,1710581517,0,0,0,1,20858240,20641968,20733440,20868304,21253392,20687328,20886896,20928816,20836768,20918272,20736032,20488784,20947296,20809568,20904768,20847424,20825856,20915456,24,78540
344,78540,-117.68,37.33,-0.95,80.32,17566.5,0.01,3304.676259,0.01,0.54,1710581517,0,0,0,1,20858240,20641968,20733440,20868304,21253392,20687328,20886896,20928816,20836768,20918272,20736032,20488784,20947296,20809568,20904768,20847424,20825856,20915456,24,78541
345,78541,-117.68,37.33,-0.95,80.32,17578.75,0.01,3305.467626,0.01,0.54,1710581517,0,0,0,1,20858240,20641968,20733440,20868304,21253392,20687328,20886896,20928816,20836768,20918272,20736032,20488784,20947296,20809568,20904768,20847424,20825856,20915456,24,78542
346,78542,-117.68,37.33,-0.95,80.32,17582.15278,0.01,3306.258993,0.01,0.54,1710581517,0,0,0,1,20858240,20641968,20733440,20868304,21253392,20687328,20886896,20928816,20836768,20918272,20736032,20488784,20947296,20809568,20904768,20847424,20825856,20915456,24,78543
347,78543,-117.68,37.33,-0.95,80.32,17585.55556,0.01,3307.05036,0.01,0.54,1710581517,0,0,0,1,20858240,20641968,20733440,20868304,21253392,20687328,20886896,20928816,20836768,20918272,20736032,20488784,20947296,20809568,20904768,20847424,20825856,20915456,24,78544
348,78544,-117.68,37.33,-0.95,80.32,17588.95833,0.01,3307.841727,0.01,0.54,1710581517,0,0,0,1,20858240,20641968,20733440,20868304,21253392,20687328,20886896,20928816,20836768,20918272,20736032,20488784,20947296,20809568,20904768,20847424,20825856,20915456,24,78545
349,78545,-117.68,37.33,-0.95,80.32,17592.36111,0.01,3308.633094,0.01,0.54,1710581517,0,0,0,1,20858240,20641968,20733440,20868304,21253392,20687328,20886896,20928816,20836768,20918272,20736032,20488784,20947296,20809568,20904768,20847424,20825856,20915456,24,78546
350,78546,-117.68,37.33,-0.95,80.32,17595.76389,0.01,3309.42446,0.01,0.54,1710581517,0,0,0,1,20858240,20641968,20733440,20868304,21253392,20687328,20886896,20928816,20837680,20918272,20736032,20488784,20947296,20809568,20904768,20847424,20825856,20915456,24,78547
351,78547,-117.68,37.33,-0.95,80.32,17599.16667,0.01,3310.215827,0.01,0.54,1710581517,0,0,0,1,20858240,20641968,20733440,20868304,21253392,20687328,20886896,20928816,20837680,20918272,20736032,20488784,20947296,20809568,20904768,20847424,20825856,20915456,24,78548
352,78548,-117.68,37.33,-0.95,80.32,17602.56944,0.01,3311.007194,0.01,0.54,1710581517,0,0,0,1,20858240,20641968,20733440,20868304,21253392,20687328,20886896,20928816,20837680,20918272,20736032,20488784,20947296,20809568,20903200,20847424,20825856,20915456,24,78549
353,78549,-117.68,37.33,-0.95,80.32,17605.97222,0.01,3311.798561,0.01,0.54,1710581517,0,0,0,1,20858240,20641968,20733440,20868304,21253392,20687328,20886896,20928816,20837680,20918272,20736032,20488784,20947296,20809568,20903200,20847424,20825856,20915456,24,78550
354,78550,-117.68,37.33,-0.95,80.32,17609.375,0.01,3312.589928,0.01,0.54,1710581517,0,0,0,1,20858240,20641968,20733440,20868304,21253392,20687328,20886896,20928816,20837680,20918272,20736032,20488784,20947296,20809568,20903200,20847424,20825664,20915456,24,78551
355,78551,-117.57,37.44,-0.82,80.57,17612.77778,0.01,3313.381295,0.01,-1.31,1710581517,0,0,0,1,20858240,20641968,20733440,20868304,21256464,20687328,20886896,20928816,20837680,20918272,20736032,20488784,20947296,20809568,20903200,20847424,20825664,20915456,24,78552
356,78552,-117.57,37.44,-0.82,80.57,17616.18056,0.01,3314.172662,0.01,-1.31,1710581517,0,0,0,1,20858240,20641968,20733440,20868304,21256464,20687328,20886896,20928816,20837680,20918272,20736032,20486640,20947296,20809568,20903200,20847424,20825664,20915456,24,78553
357,78553,-117.57,37.44,-0.82,80.57,17619.58333,0.01,3314.964029,0.01,-1.31,1710581517,0,0,0,1,20858240,20641968,20733440,20868304,21256464,20687328,20886896,20928816,20837680,20918272,20736032,20486640,20947296,20809568,20903200,20847424,20825664,20915456,24,78554
358,78554,-117.57,37.44,-0.82,80.57,17622.98611,0.01,3315.755396,0.01,-1.31,1710581517,0,0,0,1,20858240,20641968,20733440,20868304,21256464,20687328,20886896,20928816,20837680,20918272,20736032,20486640,20947296,20809568,20903200,20847424,20825664,20915456,24,78555
359,78555,-117.57,37.44,-0.82,80.57,17626.38889,0.01,3316.546763,0.01,-1.31,1710581517,0,0,0,1,20858240,20641968,20733440,20868304,21256464,20687328,20886896,20928816,20837680,20918272,20736032,20486640,20947296,20809568,20903200,20847424,20825664,20915456,24,78556
360,78556,-117.57,37.44,-0.82,80.57,17629.79167,0.01,3317.338129,0.01,-1.31,1710581517,0,0,0,1,20858240,20641968,20733440,20884176,21256464,20687328,20886896,20928816,20837680,20918272,20736032,20486640,20947296,20809568,20903200,20847424,20825664,20915456,24,78557
361,78557,-117.57,37.44,-0.82,80.57,17633.19444,0.01,3318.129496,0.01,-1.31,1710581517,0,0,0,1,20858240,20651808,20733440,20884176,21256464,20687328,20886896,20928816,20837680,20918272,20736032,20486640,20947296,20809568,20903200,20847424,20825664,20915456,24,78558
362,78558,-117.57,37.44,-0.82,80.57,17636.59722,0.01,3318.920863,0.01,-1.31,1710581517,0,0,0,1,20858240,20651808,20733440,20884176,21256464,20687328,20886896,20928816,20837680,20918272,20736032,20486640,20947296,20809568,20903200,20847424,20825664,20915456,24,78559
363,78559,-117.57,37.44,-0.82,80.57,17640,0.01,3319.71223,0.01,-1.31,1710581517,0,0,0,1,20858240,20651808,20733440,20884176,21256464,20687328,20886896,20928816,20837680,20918272,20736032,20486640,20947296,20809568,20903200,20847424,20825664,20915456,24,78560
364,78560,-117.57,37.44,-0.82,80.57,17648.75,0.01,3320.503597,0.01,-1.31,1710581517,0,0,0,1,20858240,20651808,20733440,20884176,21256464,20687328,20886896,20928816,20837680,20918272,20736032,20486640,20947296,20809568,20903200,20847424,20825664,20915456,24,78561
365,78561,-117.57,37.44,-0.82,80.57,17657.5,0.01,3321.294964,0.01,-1.31,1710581517,0,0,0,1,20858240,20651808,20733440,20884176,21256464,20687328,20886896,20928816,20837680,20918272,20736032,20486640,20947296,20808048,20903200,20847424,20825664,20915456,24,78562
366,78562,-117.57,37.44,-0.82,80.57,17666.25,0.01,3322.086331,0.01,-1.31,1710581517,0,0,0,1,20858240,20651808,20733440,20884176,21256464,20687328,20886896,20929808,20837680,20918272,20736032,20486640,20947296,20808048,20903200,20847424,20825664,20915456,24,78563
367,78563,-117.57,37.44,-0.82,80.57,17675,0.01,3322.877698,0.01,-1.31,1710581517,0,0,0,1,20858240,20651808,20733440,20884176,21256464,20687328,20886896,20929808,20837680,20918272,20736032,20486640,20947296,20808048,20903200,20847424,20825664,20915456,24,78564
368,78564,-117.57,37.44,-0.82,80.57,17683.75,0.01,3323.669065,0.01,-1.31,1710581517,0,0,0,1,20858240,20651808,20733440,20884176,21256464,20687328,20886896,20929808,20837680,20918272,20736032,20486640,20947296,20808048,20903200,20847424,20825664,20915456,24,78565
369,78565,-117.57,37.44,-0.82,80.57,17692.5,0.01,3324.460432,0.01,-1.31,1710581517,0,0,0,1,20858240,20651808,20733440,20884176,21256464,20687328,20886896,20929808,20837680,20918272,20736032,20486640,20947296,20808048,20903200,20847424,20825664,20915456,24,78566
370,78566,-117.57,37.44,-0.82,80.57,17701.25,0.01,3325.251799,0.01,-1.31,1710581517,0,0,0,1,20858240,20651808,20733440,20884176,21256464,20687328,20886896,20929808,20837680,20918272,20736032,20486640,20947296,20808048,20903200,20847424,20825664,20915456,24,78567
371,78567,-117.47,37.54,-0.7,80.36,17710,0.01,3326.043165,0.01,-4.12,1710581517,0,0,0,1,20858240,20651808,20733440,20884176,21256464,20687328,20886896,20929808,20837680,20918272,20736032,20486640,20947296,20808048,20903200,20847424,20825664,20915456,24,78568
372,78568,-117.47,37.54,-0.7,80.36,17718.75,0.01,3326.834532,0.01,-4.12,1710581517,0,0,0,1,20858240,20651808,20733440,20884176,21256464,20687328,20886896,20929808,20837680,20918272,20736032,20486640,20947296,20808048,20903200,20847424,20825664,20915456,24,78569
373,78569,-117.47,37.54,-0.7,80.36,17727.5,0.01,3327.625899,0.01,-4.12,1710581517,0,0,0,1,20858240,20651808,20733440,20884176,21256464,20687328,20886896,20929808,20837680,20918272,20736032,20486640,20947296,20808048,20903200,20847424,20825664,20915456,24,78570
374,78570,-117.47,37.54,-0.7,80.36,17736.25,0.01,3328.417266,0.01,-4.12,1710581517,0,0,0,1,20858240,20651808,20733440,20884176,21256464,20687328,20886896,20929808,20837680,20918272,20736032,20486640,20947296,20808048,20903200,20847424,20825664,20915456,24,78571
375,78571,-117.47,37.54,-0.7,80.36,17745,0.01,3329.208633,0.01,-4.12,1710581517,0,0,0,1,20858240,20651808,20733440,20884176,21256464,20687328,20886896,20929808,20837680,20918272,20736032,20486640,20947296,20808048,20903200,20847424,20825664,20915456,24,78572
376,78572,-117.47,37.54,-0.7,80.36,17753.75,0.01,3330,0.01,-4.12,1710581517,0,0,0,1,20858240,20651808,20733440,20884176,21256464,20687328,20886896,20929808,20837680,20917504,20736032,20486640,20947296,20808048,20903200,20847424,20825664,20915456,24,78573
377,78573,-117.47,37.54,-0.7,80.36,17762.5,0.01,3330.791367,0.01,-4.12,1710581517,0,0,0,1,20858240,20651808,20733440,20884176,21256464,20687328,20886896,20929808,20837680,20917504,20736032,20486640,20947296,20808048,20903200,20847424,20825664,20915456,24,78574
378,78574,-117.47,37.54,-0.7,80.36,17772.70833,0.01,3331.582734,0.01,-4.12,1710581517,0,0,0,1,20858240,20651808,20733440,20884176,21256464,20687328,20886896,20929808,20837680,20917504,20736032,20486640,20947296,20808048,20903200,20847424,20825664,20915456,24,78575
379,78575,-117.47,37.54,-0.7,80.36,17782.91667,0.01,3332.374101,0.01,-4.12,1710581517,0,0,0,1,20858240,20651808,20733440,20884176,21256464,20687328,20886896,20929808,20837680,20917504,20736032,20486640,20947296,20808048,20903200,20847424,20825664,20915456,24,78576
380,78576,-117.47,37.54,-0.7,80.36,17793.125,0.01,3333.165468,0.01,-4.12,1710581517,0,0,0,1,20858240,20651808,20733440,20884176,21256464,20687328,20886896,20929808,20837680,20917504,20736032,20486640,20947296,20808048,20903200,20847424,20825664,20915456,24,78577
381,78577,-117.47,37.54,-0.7,80.36,17803.33333,0.01,3333.956835,0.01,-4.12,1710581517,0,0,0,1,20858240,20651808,20733440,20884176,21256464,20687328,20886896,20929808,20837680,20917504,20736032,20486640,20947296,20808048,20903200,20847424,20825664,20915456,24,78578
382,78578,-117.47,37.54,-0.7,80.36,17813.54167,0.01,3334.748201,0.01,-4.12,1710581517,0,0,0,1,20858240,20651808,20733440,20884176,21256464,20687328,20886896,20929808,20837680,20917504,20736032,20486640,20947296,20808048,20903200,20845904,20825664,20915456,24,78579
383,78579,-117.47,37.54,-0.7,80.36,17823.75,0.01,3335.539568,0.01,-4.12,1710581517,0,0,0,1,20858240,20651808,20733440,20884176,21256464,20687328,20886896,20929808,20837680,20917504,20736032,20486640,20947296,20808048,20903200,20845904,20825664,20915456,24,78580
384,78580,-117.47,37.54,-0.7,80.36,17833.95833,0.01,3336.330935,0.01,-4.12,1710581517,0,0,0,1,20858240,20651808,20733440,20884176,21256464,20687328,20886896,20929808,20837680,20917504,20736032,20486640,20947296,20808048,20903200,20845904,20825664,20915456,24,78581
385,78581,-117.47,37.54,-0.7,80.36,17844.16667,0.01,3337.122302,0.01,-4.12,1710581517,0,0,0,1,20858240,20651808,20733440,20884176,21256464,20687088,20886896,20929808,20837680,20917504,20736032,20486640,20947296,20808048,20903200,20845904,20825664,20912400,24,78582
386,78582,-117.46,37.55,-0.9,80.14,17854.375,0.01,3337.913669,0.01,0.77,1710581517,0,0,0,1,20858240,20651808,20733440,20884176,21256464,20687088,20886896,20929808,20837680,20917504,20736032,20486640,20947296,20808048,20903200,20845904,20825664,20912400,24,78583
387,78583,-117.46,37.55,-0.9,80.14,17864.58333,0.01,3338.705036,0.01,0.77,1710581517,0,0,0,1,20858240,20651808,20733440,20884176,21256464,20687088,20886896,20929808,20837680,20917504,20736032,20486640,20947296,20808048,20903200,20845904,20825664,20912400,24,78584
388,78584,-117.46,37.55,-0.9,80.14,17874.79167,0.01,3339.496403,0.01,0.77,1710581517,0,0,0,1,20858240,20651808,20733440,20884176,21256464,20687088,20886896,20929808,20837680,20917504,20736032,20486640,20947296,20808048,20903200,20845904,20825664,20912400,24,78585
389,78585,-117.46,37.55,-0.9,80.14,17885,0.01,3340.28777,0.01,0.77,1710581517,0,0,0,1,20858240,20651808,20689120,20884176,21256464,20687088,20886896,20929808,20837680,20917504,20735344,20486640,20947296,20808048,20903200,20845904,20825664,20912400,24,78586
390,78586,-117.46,37.55,-0.9,80.14,17887.26852,0.01,3341.079137,0.01,0.77,1710581517,0,0,0,1,20855904,20651808,20689120,20884176,21256464,20687088,20886896,20929808,20837680,20917504,20735344,20486640,20947296,20808048,20903200,20845904,20825664,20912400,24,78587
391,78587,-117.46,37.55,-0.9,80.14,17889.53704,0.01,3341.870504,0.01,0.77,1710581517,0,0,0,1,20855904,20651808,20689120,20884176,21256464,20687088,20886896,20929808,20837680,20917504,20735344,20486640,20947296,20808048,20903200,20845904,20825664,20912400,24,78588
392,78588,-117.46,37.55,-0.9,80.14,17891.80556,0.01,3342.661871,0.01,0.77,1710581517,0,0,0,1,20855904,20651808,20689120,20884176,21256464,20687088,20886896,20929808,20837680,20917504,20735344,20486640,20947296,20808048,20903200,20845904,20825664,20912400,24,78589
393,78589,-117.46,37.55,-0.9,80.14,17894.07407,0.01,3343.453237,0.01,0.77,1710581517,0,0,0,1,20855904,20651808,20689120,20884176,21256464,20687088,20886896,20929808,20837680,20917504,20735344,20486640,20947296,20808048,20903200,20845904,20825664,20912400,24,78590
394,78590,-117.46,37.55,-0.9,80.14,17896.34259,0.01,3344.244604,0.01,0.77,1710581517,0,0,0,1,20855904,20651808,20689120,20884176,21256464,20687088,20886896,20929808,20837680,20917504,20735344,20486640,20947024,20808048,20903200,20845904,20825664,20912400,24,78591
395,78591,-117.46,37.55,-0.9,80.14,17898.61111,0.01,3345.035971,0.01,0.77,1710581517,0,0,0,1,20855904,20651808,20689120,20884176,21256464,20687088,20887024,20929808,20837680,20917504,20735344,20486640,20947024,20808048,20903200,20845904,20825664,20912400,24,78592
396,78592,-117.46,37.55,-0.9,80.14,17900.87963,0.01,3345.827338,0.01,0.77,1710581517,0,0,0,1,20855904,20651808,20689120,20884176,21256464,20687088,20887024,20929808,20837680,20917504,20735344,20486640,20947024,20808048,20903200,20845904,20825664,20912400,24,78593
397,78593,-117.46,37.55,-0.9,80.14,17903.14815,0.01,3346.618705,0.01,0.77,1710581517,0,0,0,1,20855904,20651808,20689120,20884176,21256464,20687088,20887024,20929808,20837680,20917504,20735344,20486640,20947024,20808048,20903200,20845904,20825664,20912400,24,78594
398,78594,-117.46,37.55,-0.9,80.14,17905.41667,0.01,3347.410072,0.01,0.77,1710581517,0,0,0,1,20855904,20651808,20689120,20884176,21256464,20687088,20887024,20929808,20837680,20917504,20735344,20486640,20947024,20808048,20903200,20845904,20825664,20912400,24,78595
399,78595,-117.46,37.55,-0.9,80.14,17907.68519,0.01,3348.201439,0.01,0.77,1710581517,0,0,0,1,20855904,20651808,20689120,20884176,21256464,20687088,20887024,20929808,20837680,20917504,20735344,20486640,20947024,20808048,20903200,20845904,20825664,20912400,24,78596
400,78596,-117.45,37.56,-1.18,80.2,17909.9537,0.01,3348.992806,0.01,6.72,1710581517,0,0,0,1,20855904,20651808,20689120,20884176,21256464,20687088,20887024,20929808,20837680,20917504,20735344,20486640,20947024,20808048,20903200,20845904,20825664,20912400,24,78597
401,78597,-117.45,37.56,-1.18,80.2,17912.22222,0.01,3349.784173,0.01,6.72,1710581517,0,0,0,1,20855904,20651808,20689120,20884176,21256464,20687088,20887024,20929808,20837680,20917504,20735344,20486640,20947024,20808048,20903200,20845904,20825664,20912400,24,78598
402,78598,-117.45,37.56,-1.18,80.2,17914.49074,0.01,3350.57554,0.01,6.72,1710581517,0,0,0,1,20855904,20651808,20689120,20884176,21256464,20687088,20887024,20929808,20837680,20917504,20735344,20486640,20947024,20808048,20903200,20845904,20825664,20912400,24,78599
403,78599,-117.45,37.56,-1.18,80.2,17916.75926,0.01,3351.366906,0.01,6.72,1710581517,0,0,0,1,20855904,20651808,20689120,20884176,21256464,20687088,20887024,20929808,20837680,20917504,20735344,20486640,20947024,20808048,20903200,20845904,20825664,20912400,24,78600
404,78600,-117.45,37.56,-1.18,80.2,17919.02778,0.01,3352.158273,0.01,6.72,1710581517,0,0,0,1,20855904,20651808,20689120,20884176,21256464,20687088,20887024,20929808,20837680,20917504,20735344,20486640,20947024,20808048,20903200,20845904,20825664,20912400,24,78601
405,78601,-117.45,37.56,-1.18,80.2,17921.2963,0.01,3352.94964,0.01,6.72,1710581517,0,0,0,1,20855904,20651808,20689120,20884176,21256464,20687088,20887024,20929808,20837680,20917504,20735344,20486640,20947024,20808048,20903200,20845904,20825664,20912400,24,78602
406,78602,-117.45,37.56,-1.18,80.2,17923.56481,0.01,3353.741007,0.01,6.72,1710581517,0,0,0,1,20855904,20651808,20689120,20884176,21256464,20687088,20887024,20929808,20837680,20917504,20735344,20486640,20947024,20808048,20903200,20845904,20825664,20912400,24,78603
407,78603,-117.45,37.56,-1.18,80.2,17925.83333,0.01,3354.532374,0.01,6.72,1710581517,0,0,0,1,20855904,20651808,20689120,20884176,21256464,20687088,20887024,20929808,20837680,20917504,20735344,20486640,20947024,20808048,20903200,20845904,20825664,20912400,24,78604
408,78604,-117.45,37.56,-1.18,80.2,17928.10185,0.01,3355.323741,0.01,6.72,1710581517,0,0,0,1,20855904,20651808,20689120,20884176,21256464,20687088,20887024,20929808,20837680,20917504,20735344,20486640,20947024,20808048,20903200,20845904,20825664,20912400,24,78605
409,78605,-117.45,37.56,-1.18,80.2,17930.37037,0.01,3356.115108,0.01,6.72,1710581517,0,0,0,1,20855904,20651808,20689120,20884176,21256464,20687088,20887024,20929808,20837680,20917504,20735344,20486640,20947024,20808048,20903200,20845904,20825664,20912400,24,78606
410,78606,-117.45,37.56,-1.18,80.2,17932.63889,0.01,3356.906475,0.01,6.72,1710581517,0,0,0,1,20855904,20651808,20689120,20884176,21256464,20687088,20887024,20929808,20837760,20917504,20735344,20486640,20947024,20808048,20903200,20845904,20825664,20912400,24,78607
411,78607,-117.45,37.56,-1.18,80.2,17934.90741,0.01,3357.697842,0.01,6.72,1710581517,0,0,0,1,20855904,20651808,20689120,20884176,21256464,20687088,20887024,20929808,20837760,20917504,20735344,20486640,20947024,20808048,20903200,20845904,20825664,20912400,24,78608
412,78608,-117.45,37.56,-1.18,80.2,17937.17593,0.01,3358.489209,0.01,6.72,1710581517,0,0,0,1,20855904,20651808,20689120,20884176,21256464,20687088,20887024,20929808,20837760,20917504,20735344,20486640,20947024,20808048,20902496,20845904,20825664,20912400,24,78609
413,78609,-117.45,37.56,-1.18,80.2,17939.44444,0.01,3359.280576,0.01,6.72,1710581517,0,0,0,1,20855904,20651808,20689120,20884176,21256464,20687088,20887024,20929808,20837760,20917504,20735344,20486640,20947024,20808048,20902496,20845904,20825664,20912400,24,78610
414,78610,-117.45,37.56,-1.18,80.2,17941.71296,0.01,3360.071942,0.01,6.72,1710581517,0,0,0,1,20855904,20651808,20689120,20884176,21257104,20687088,20887024,20929808,20837760,20917504,20735344,20486640,20947024,20808048,20902496,20845904,20824016,20912400,24,78611
415,78611,-117.45,37.56,-1.18,80.2,17943.98148,0.01,3360.863309,0.01,6.72,1710581517,0,0,0,1,20855904,20651808,20689120,20884176,21257104,20687088,20887024,20929808,20837760,20917504,20735344,20486640,20947024,20808048,20902496,20845904,20824016,20912400,24,78612
416,78612,-117.45,37.56,-1.18,80.2,17946.25,0.01,3361.654676,0.01,6.72,1710581517,0,0,0,1,20855904,20651808,20689120,20884176,21257104,20687088,20887024,20929808,20837760,20917504,20735344,20486640,20947024,20808048,20902496,20845904,20824016,20912400,24,78613
417,78613,-117.38,37.63,-0.94,80.51,17958.5,0.01,3362.446043,0.01,1.9,1710581517,0,0,0,1,20855904,20651808,20689120,20884176,21257104,20687088,20887024,20929808,20837760,20917504,20735344,20486752,20947024,20808048,20902496,20845904,20824016,20912400,24,78614
418,78614,-117.38,37.63,-0.94,80.51,17970.75,0.01,3363.23741,0.01,1.9,1710581517,0,0,0,1,20855904,20651808,20689120,20884176,21257104,20687088,20887024,20929808,20837760,20917504,20735344,20486752,20947024,20808048,20902496,20845904,20824016,20912400,24,78615
419,78615,-117.38,37.63,-0.94,80.51,17983,0.01,3364.028777,0.01,1.9,1710581517,0,0,0,1,20855904,20651808,20689120,20884176,21257104,20687088,20887024,20929808,20837760,20917504,20735344,20486752,20947024,20808048,20902496,20845904,20824016,20912400,24,78616
